,id,Words,CER
2768,3315,بهار,0.45
2769,3131,مقاومت,0.45
2770,1758,بخرم,0.45
2771,3996,نارنگی ,0.45
2772,977,جوجه,0.45
2773,1996,ببازد,0.45
2774,1508,بکنم,0.45
2775,1704,بترسند,0.45
2776,3517,نکته,0.45
2777,2932,ظروف,0.45
2778,283,چراغ,0.45
2779,3366,خشم,0.45
2780,2973,غلبه,0.45
2781,570,عینک,0.45
2782,1341,نوشتیم,0.45
2783,3999,نخل,0.45
2784,3339,تعارف,0.45
2785,920,متان,0.45
2786,1342,توشتید,0.45
2787,3957,قارچ,0.45
2788,345,چتر,0.45
2789,2552,دریابند,0.45
2790,2620,افتضاح,0.451
2791,3544,اتوماتیک,0.451
2792,2228,رفته ایم,0.451
2793,316,کیلوگرم,0.452
2794,445,اطمینان,0.452
2795,2182,بربایید,0.452
2796,342,تربیت,0.453
2797,429,زلزله,0.453
2798,2290,می شوم,0.454
2799,896,زرافه,0.455
2800,1353,نوشته اید,0.456
2801,3793,گذر نامه ,0.456
2802,289,درد,0.456
2803,411,هوشمند,0.456
2804,609,قاب,0.456
2805,1529,کشته ایم,0.456
2806,2487,داشته‌ام,0.456
2807,2348,می شکند,0.457
2808,1867,آوردید,0.458
2809,2626,امضا,0.458
2810,3666,روند,0.458
2811,2658,پرورشگاه,0.458
2812,521,رویه,0.458
2813,3489,کاربرد,0.458
2814,2618,اسکی,0.458
2815,1817,بخوابی,0.458
2816,3078,گوساله,0.458
2817,287,دایی,0.458
2818,3841,مقاومت,0.458
2819,3758,غیبت,0.458
2820,3004,قابلمه,0.458
2821,1909,بیایند,0.458
2822,1792,بخندند,0.458
2823,925,زاپاس,0.46
2824,568,سینما,0.46
2825,3388,دنبال,0.46
2826,3056,گذشتن,0.46
2827,3058,گرایش,0.46
2828,3036,کفگیر,0.46
2829,3124,مرطوب,0.46
2830,2359,شناخت,0.46
2831,241,کارامد,0.461
2832,3809,لحن ,0.463
2833,2571,دویده ام,0.463
2834,2836,سرکه,0.463
2835,3202,نفرت,0.463
2836,3856,نظام,0.463
2837,3201,نعره,0.463
2838,2669,تاس,0.463
2839,3604,چاه,0.463
2840,1731,بتوانیم,0.464
2841,2840,سروصورت,0.464
2842,1732,بتوانید,0.464
2843,1346,می نوشت,0.464
2844,328,آزادی,0.467
2845,208,گرم,0.467
2846,17,کمتر,0.467
2847,2299,بشویم,0.467
2848,298,رمز,0.467
2849,2148,ببینم,0.467
2850,3991,مقلب ,0.467
2851,381,ارتفاع,0.467
2852,166,کلاس,0.467
2853,25,همه,0.467
2854,3919,ژست,0.467
2855,885,توحید ,0.467
2856,3799,گلابی ,0.467
2857,1055,تانک,0.467
2858,62,خواب,0.467
2859,824,جنگل,0.469
2860,2572,دویده ای,0.469
2861,2462,داده‌اند,0.469
2862,3720,شست و شوی,0.469
2863,1263,گفته ام,0.469
2864,1557,کشیده,0.47
2865,3822,متخصص,0.47
2866,3459,عالیه,0.47
2867,2635,بازجو,0.47
2868,2912,ضخامت,0.47
2869,3305,انگشت,0.47
2870,3810,لشکر ,0.47
2871,1526,کشته ام,0.471
2872,3456,ظاهراً ,0.471
2873,2213,رفتم,0.472
2874,709,کشاورز,0.472
2875,3610,حرمت,0.472
2876,2787,رسمی,0.472
2877,532,آفرین,0.473
2878,1047,وکالت,0.473
2879,2469,می‌دهم,0.475
2880,3424,سرد ,0.475
2881,1539,بکشی,0.475
2882,3291,آنچنان,0.475
2883,1640,بپزی,0.475
2884,2890,شفاف,0.475
2885,3206,نگرش,0.475
2886,769,مجرم,0.475
2887,647,شرکت,0.475
2888,390,هدیه,0.475
2889,1079,نبوغ,0.475
2890,3378,دریا,0.475
2891,612,گریه,0.475
2892,2873,شاعر,0.475
2893,3855,نظافت ,0.475
2894,3545,اتومبیل,0.476
2895,446,بازداشتگاه,0.477
2896,1575,کوبیده ای,0.478
2897,2780,راهبه,0.478
2898,3546,اثبات,0.478
2899,2671,تبریک,0.478
2900,812,قلق,0.478
2901,2628,انرژی,0.478
2902,440,نقص,0.478
2903,2517,دانسته‌ام,0.478
2904,3597,جسارت,0.478
2905,836,هفت سین,0.479
2906,3963,کفگیر,0.48
2907,1905,بیایی,0.48
2908,2871,شاداب,0.48
2909,701,غریبه,0.48
2910,1518,کشتید,0.48
2911,344,تفاوت,0.48
2912,406,متخصص,0.48
2913,592,سیاست,0.48
2914,2723,خطر,0.481
2915,2242,زدم,0.481
2916,1303,بمانم,0.482
2917,2966,عمو,0.483
2918,89,کوچک,0.483
2919,88,کلمه,0.483
2920,636,رشته,0.483
2921,336,بهار,0.483
2922,3298,اسکناس,0.483
2923,1031,شاخه,0.483
2924,1605,گذاشته,0.483
2925,804,غنیمتی,0.483
2926,3952,عفونت ,0.483
2927,2181,برباییم,0.484
2928,3502,متعادل ,0.486
2929,510,گناهکار,0.486
2930,3620,خلیج,0.486
2931,2682,تگرگ,0.486
2932,3715,شاعر,0.486
2933,1089,پختم,0.486
2934,424,خصوصا,0.487
2935,937,آلوچه,0.487
2936,541,انگشت,0.487
2937,1417,می شنوید,0.488
2938,2971,غارت,0.488
2939,2958,عقاب,0.488
2940,303,ساده,0.488
2941,3012,قلاب,0.488
2942,3112,محبت,0.488
2943,2833,سجاد,0.488
2944,428,دروغگو,0.489
2945,499,خردمند,0.489
2946,2212,یرسند,0.489
2947,3593,جانور,0.489
2948,1863,آوردم,0.49
2949,2837,سرکوب,0.49
2950,1699,بترسم,0.49
2951,1192,بگذرند,0.491
2952,3730,ضربان ,0.491
2953,2180,برباید,0.491
2954,3073,گهواره,0.492
2955,982,خلیج,0.492
2956,883,پرچم,0.492
2957,3948,عتیقه ,0.492
2958,2315,شسته ای,0.492
2959,1148,گذرانده,0.492
2960,2695,جشنواره,0.492
2961,3286,آرایشگر,0.493
2962,121,ویژگی,0.493
2963,562,شلوار,0.493
2964,1874,آورده اند,0.494
2965,903,گرافیک,0.494
2966,1722,توانسته ام,0.495
2967,2970,عید,0.5
2968,3747,عفت,0.5
2969,505,ضربان,0.5
2970,529,پسته,0.5
2971,3419,ساکت,0.5
2972,3995,نارنج ,0.5
2973,1419,بشنوم,0.5
2974,1420,بشنوی,0.5
2975,3263,ولتاژ,0.5
2976,1538,بکشم,0.5
2977,2709,حرم,0.5
2978,3355,چشم,0.5
2979,2694,جدی,0.5
2980,3644,ذوق زده,0.5
2981,794,وفات,0.5
2982,2908,صمیمی,0.5
2983,2291,می شوی,0.5
2984,3486,کار ,0.5
2985,2548,دریابی,0.5
2986,2940,عالی,0.5
2987,3179,می‌نویسد,0.5
2988,182,کند,0.5
2989,1467,کاشته ای,0.5
2990,1527,کشته ای,0.5
2991,60,خروج,0.5
2992,1019,گچ,0.5
2993,3490,کالا ,0.5
2994,768,ماده,0.5
2995,730,رایج,0.5
2996,3724,شلخته,0.5
2997,2748,دقیق,0.5
2998,778,رم,0.5
2999,410,هدف,0.5
3000,3535,آرد,0.5
3001,2272,شدم,0.5
3002,3222,هدف,0.5
3003,274,آهسته,0.5
3004,3182,میوه,0.5
3005,2969,عیار,0.5
3006,3280,آبان,0.5
3007,803,صالح,0.5
3008,705,کاج,0.5
3009,3804,گوجه ,0.5
3010,1906,بیاید,0.5
3011,3032,کدخدا,0.5
3012,867,لک لک,0.5
3013,3873,وعده,0.5
3014,1349,نوشته ام,0.5
3015,3703,سلف,0.5
3016,916,لنگرگاه,0.5
3017,759,غیب,0.5
3018,13,گذشتن,0.5
3019,3033,کربن,0.5
3020,1724,توانسته,0.507
3021,3649,راه آهن,0.508
3022,82,گشنه,0.508
3023,3968,کوهان ,0.508
3024,690,رزمی,0.508
3025,3788,کنگره ,0.508
3026,99,حرکت,0.508
3027,3989,مرجوع ,0.508
3028,1394,بورزند,0.508
3029,2179,بربایی,0.509
3030,211,توانستن,0.51
3031,3340,تعطیل,0.51
3032,1488,کردید,0.51
3033,3101,متراژ,0.51
3034,3745,عروس ,0.511
3035,1028,سنبوسه,0.511
3036,1046,وام,0.511
3037,282,چاق,0.511
3038,545,دستمال,0.511
3039,2561,دوید,0.512
3040,1628,پختی,0.512
3041,3897,دوزخ,0.512
3042,1900,آمده,0.512
3043,3536,آرزو,0.512
3044,2488,داشته‌ای,0.512
3045,413,اسهال,0.513
3046,228,ربودن,0.513
3047,3586,ترنج,0.514
3048,2689,ثبات,0.514
3049,2796,رکاب,0.514
3050,3723,شکمو,0.514
3051,3628,دراز,0.514
3052,2710,حساب,0.514
3053,699,عدالت,0.514
3054,1080,آستیگماتیسم,0.515
3055,4007,واکسن ,0.517
3056,3061,گشت,0.517
3057,3007,قاعدگی,0.517
3058,898,ژوئن,0.517
3059,3939,شنوایی,0.517
3060,70,شب,0.517
3061,3588,توپ,0.519
3062,2233,می رود,0.519
3063,2798,رنج,0.519
3064,160,طاقت آوردن,0.519
3065,3942,ضامن ,0.52
3066,2941,عالیه,0.52
3067,2878,شایعه,0.52
3068,1561,بکشند,0.52
3069,2372,شناخته ایم,0.52
3070,3038,کنگره,0.52
3071,1048,آلیاژ,0.52
3072,1633,پخته ام,0.521
3073,3310,بالاخره,0.521
3074,2458,داده‌ای,0.521
3075,45,بخش,0.522
3076,397,رأی,0.522
3077,3771,قاره ,0.522
3078,2679,تصویر,0.522
3079,1045,کبد,0.522
3080,3208,نم,0.525
3081,998,عطار,0.525
3082,2459,داده,0.525
3083,679,باجه,0.525
3084,3163,می‌رود,0.525
3085,3134,مکالمه,0.525
3086,203,سرگرمی,0.525
3087,3289,آگاه,0.525
3088,2446,دادی,0.525
3089,46,بلند,0.525
3090,1639,بپزم,0.525
3091,1617,بگذارد,0.525
3092,3981,لوکس,0.525
3093,3072,گنده,0.525
3094,340,پزشک,0.525
3095,96,تنها,0.525
3096,2880,شجاع,0.525
3097,330,اجاق,0.525
3098,31,رسماً,0.527
3099,518,دامنه,0.527
3100,2207,برسم,0.528
3101,2266,بزنم,0.528
3102,2608,آهنگ,0.528
3103,3599,جهاز,0.528
3104,1247,بگردد,0.529
3105,1936,بیندازد,0.529
3106,180,شناسایی,0.529
3107,1519,کشتند,0.53
3108,2585,بدویم,0.53
3109,2931,ظرفیت,0.53
3110,1864,آوردی,0.53
3111,1450,بفهمد,0.53
3112,895,چریک,0.531
3113,3794,گرانبها ,0.531
3114,844,قاره,0.531
3115,3070,گنج,0.533
3116,105,شرط,0.533
3117,673,متر,0.533
3118,3322,پست,0.533
3119,2816,زرافه,0.533
3120,606,فحش,0.533
3121,3047,گاز,0.533
3122,1729,بتوانی,0.533
3123,2589,آب مروارید,0.533
3124,196,رسمیت,0.533
3125,335,باشگاه,0.533
3126,3862,هتل,0.533
3127,822,آجیل,0.533
3128,2943,عبا,0.533
3129,2555,دربیابد,0.536
3130,3547,ادب,0.537
3131,2178,بربایم,0.537
3132,2715,خاص,0.537
3133,3605,چرب,0.537
3134,2946,عبور,0.538
3135,205,شستن,0.538
3136,3466,علی ,0.538
3137,1641,بپزد,0.538
3138,3401,راه ,0.538
3139,904,قاچاقچی,0.538
3140,611,کاکائو,0.539
3141,2183,بربایند,0.54
3142,1990,باخته,0.54
3143,2573,دویده,0.54
3144,2863,سیاسی,0.54
3145,2586,بدوید,0.54
3146,3982,ماژیک,0.54
3147,1389,بورزم,0.54
3148,1051,برکه,0.542
3149,136,شخص,0.542
3150,807,قاصد,0.542
3151,1589,بکوبید,0.542
3152,1728,بتوانم,0.542
3153,3612,حفره,0.542
3154,1308,مردم,0.542
3155,595,شبکه,0.542
3156,1868,آوردند,0.542
3157,326,نماز,0.542
3158,1070,دلال,0.542
3159,914,لادن,0.542
3160,892,پیرایشگر,0.542
3161,222,غیرممکن,0.543
3162,3503,متفاوت ,0.543
3163,482,خدمتکار,0.543
3164,1357,می نویسد,0.544
3165,767,لخت,0.544
3166,2693,جامعه,0.544
3167,625,پشم,0.544
3168,607,قسم,0.544
3169,2150,ببیند,0.544
3170,86,وقت,0.544
3171,1023,فخر,0.544
3172,911,قوچ,0.544
3173,641,رزق,0.544
3174,1077,گرز,0.544
3175,2792,رطوبت,0.544
3176,854,چغندر,0.545
3177,396,راهنمایی,0.546
3178,3744,عبارت ,0.546
3179,581,پالتو,0.547
3180,81,گرسنه,0.547
3181,2923,طریق,0.55
3182,3066,گلبرگ,0.55
3183,4011,وجدان,0.55
3184,1659,پذیرفت,0.55
3185,856,دسر,0.55
3186,3040,کهنسال,0.55
3187,745,نردبان,0.55
3188,3049,گالن,0.55
3189,1485,کردی,0.55
3190,3139,منکر,0.55
3191,3297,اسفند,0.55
3192,2907,صداقت,0.55
3193,3790,کوه پایه ,0.55
3194,3405,رفاقت ,0.55
3195,2934,ظن,0.55
3196,3441,شباهت,0.55
3197,263,رنگ,0.55
3198,243,آموزش,0.55
3199,2947,عجله,0.55
3200,3851,نجار ,0.55
3201,460,دندان,0.553
3202,539,اسفند,0.553
3203,776,ذره بین,0.554
3204,973,پیامبر,0.556
3205,3630,دسر,0.556
3206,3658,رسم ,0.556
3207,689,راهنما,0.556
3208,667,کیک,0.556
3209,2768,رآی,0.556
3210,377,نفس,0.556
3211,2976,غلط‌یاب,0.557
3212,3057,گرانبها,0.557
3213,448,پماد,0.558
3214,493,نسخه,0.558
3215,3986,متناوب,0.558
3216,2844,سفالگر,0.558
3217,2084,ببندد,0.56
3218,2850,سنجاب,0.56
3219,3106,متمدن,0.56
3220,948,گِرَم,0.56
3221,3953,عقاب ,0.56
3222,4015,ورد,0.561
3223,229,رسیدگی,0.561
3224,3937,شراب,0.562
3225,2978,غنچه,0.562
3226,3961,کپک ,0.562
3227,1484,کردم,0.562
3228,3854,نرده,0.562
3229,3905,رتیل,0.562
3230,3262,وکیل,0.562
3231,3725,شله زرد,0.563
3232,1364,بنویسید,0.564
3233,3169,می‌شنود,0.564
3234,3737,ظرافت ,0.565
3235,2232,می روی,0.565
3236,279,ترجمه,0.567
3237,574,ویژه,0.567
3238,809,گازویل,0.567
3239,3368,داغ,0.567
3240,221,سروقت,0.567
3241,614,گشاد,0.567
3242,373,قلب,0.567
3243,3830,مجهول ,0.567
3244,2963,علی,0.567
3245,49,ترس,0.567
3246,481,حریم,0.567
3247,306,شفاف,0.567
3248,687,خز,0.567
3249,265,سنگ,0.567
3250,2547,دریابم,0.567
3251,2885,شرط,0.567
3252,468,کوچکترین,0.567
3253,753,رهبر,0.567
3254,2806,روند,0.569
3255,2733,درجه,0.569
3256,2813,زحمت,0.569
3257,2783,رجوع,0.569
3258,2209,برسد,0.569
3259,2610,ابله,0.569
3260,3242,واسطه,0.57
3261,1587,بکوبد,0.57
3262,1632,پختند,0.57
3263,1415,می شنود,0.571
3264,2457,داده‌ام,0.571
3265,3353,جمله,0.571
3266,3172,می‌گذرد,0.571
3267,583,حیوان,0.573
3268,1025,جاذبه,0.573
3269,567,سماور,0.573
3270,3756,غنی,0.574
3271,2815,زخم,0.574
3272,3244,واگن,0.575
3273,648,صبور,0.575
3274,156,توان,0.575
3275,3533,آبجی,0.575
3276,3215,نهضت,0.575
3277,3354,چراغ,0.575
3278,3118,مخفف,0.575
3279,1760,بخرد,0.575
3280,3806,گیلاس ,0.575
3281,360,دنیا,0.575
3282,94,پختن,0.575
3283,202,ساعت,0.575
3284,3461,عجله,0.575
3285,932,سرب,0.578
3286,2707,حامله,0.578
3287,76,ظرف,0.578
3288,3654,رتبه ,0.578
3289,331,افتتاح,0.578
3290,512,مالکیت,0.578
3291,1363,بنویسیم,0.579
3292,3543,آهنگساز,0.579
3293,3962,کربن ,0.58
3294,3925,سلولز,0.58
3295,3104,متکبر,0.58
3296,739,عربده,0.58
3297,845,قنادی,0.58
3298,2828,سابقه,0.58
3299,827,پلنگ,0.583
3300,2204,می رسد,0.583
3301,3261,وقف,0.583
3302,3450,صاف,0.583
3303,3985,متکبر ,0.583
3304,1073,رسوب,0.583
3305,941,الکل,0.583
3306,248,آرزو,0.583
3307,933,رباتیک,0.583
3308,350,حلقه,0.583
3309,737,شجاعت,0.587
3310,427,درآمد,0.587
3311,219,واکنش,0.587
3312,3906,رجوع,0.587
3313,3834,مخفف,0.587
3314,295,ردیف,0.587
3315,1350,نوشته ای,0.587
3316,3098,مبلغ,0.587
3317,2858,سوزن,0.587
3318,830,سبزه,0.587
3319,2983,فاعل,0.587
3320,442,همسایه,0.589
3321,633,ذوق,0.589
3322,555,پروانه,0.589
3323,1542,بکشید,0.59
3324,2860,سوگند,0.59
3325,3383,دقیقه,0.59
3326,28,خداحافظ,0.59
3327,500,رفاه,0.592
3328,435,گرما,0.592
3329,649,صدقه,0.592
3330,139,ضعیف,0.592
3331,2744,دسر,0.593
3332,3613,حلق,0.593
3333,3276,سه شنبه,0.593
3334,85,واقعی ,0.594
3335,544,رئیس,0.595
3336,1118,می‌شنوی,0.595
3337,3755,غنچه,0.597
3338,2706,حاتم,0.597
3339,346,چرخ,0.6
3340,950,نخ,0.6
3341,2979,غنی,0.6
3342,3249,وحی,0.6
3343,2553,دربیابم,0.6
3344,2918,طبقات,0.6
3345,33,کدام,0.6
3346,3478,فرعی,0.6
3347,3300,اطمینان,0.6
3348,3455,ظاهر ,0.6
3349,3189,نجار,0.6
3350,498,خرابکار,0.6
3351,2874,شاه,0.6
3352,725,تنفر,0.6
3353,2847,سقوط,0.6
3354,927,زمرد,0.6
3355,3990,مرفه ,0.6
3356,549,انگشتر,0.6
3357,3801,گنجشک ,0.6
3358,37,سپس,0.6
3359,3608,حاشیه,0.6
3360,865,الکترونیک,0.603
3361,3980,لاک پشت ,0.606
3362,5,بزرگ,0.606
3363,511,لبریز,0.607
3364,365,زاویه,0.607
3365,1365,بنویسند,0.607
3366,3742,عامیانه,0.607
3367,3833,محکوم ,0.608
3368,456,داور,0.608
3369,819,المپیک,0.608
3370,2381,بشناسم,0.608
3371,14,فردا,0.608
3372,818,الاغ,0.608
3373,2577,می دوم,0.608
3374,3454,طریق ,0.61
3375,3321,پژوهش,0.61
3376,537,اتو,0.611
3377,2737,درگذشت,0.611
3378,2700,جیوه,0.611
3379,3702,سلطنت,0.611
3380,2648,بلال,0.611
3381,73,صفر,0.611
3382,1187,بگذرم,0.611
3383,2697,جغد,0.611
3384,324,ناخن,0.613
3385,1635,پخته,0.613
3386,1414,می شنوی,0.614
3387,353,خشم,0.617
3388,1730,بتواند,0.617
3389,2383,بشناسد,0.617
3390,3209,نما,0.617
3391,2959,عقل,0.617
3392,3125,مرغ,0.617
3393,775,حرمت,0.619
3394,2587,آب دوغ,0.619
3395,386,پرنده,0.619
3396,735,زباله,0.62
3397,3814,لیاقت,0.62
3398,39,صرفاً,0.62
3399,688,دادگاه,0.621
3400,395,دستگاه,0.622
3401,584,خشک,0.622
3402,2734,درخشش,0.622
3403,677,نقد,0.622
3404,523,فاز,0.622
3405,3213,نمره,0.625
3406,359,درخت,0.625
3407,1718,توانست,0.625
3408,3113,محضر,0.625
3409,1165,گذشت,0.625
3410,3192,نخست,0.625
3411,654,فاسد,0.625
3412,1340,نوشت,0.625
3413,3259,وضوء,0.625
3414,19,لطفا,0.625
3415,3273,را,0.625
3416,774,جسارت,0.625
3417,2647,بقال,0.625
3418,3922,سرنگ,0.625
3419,3460,عجب ,0.625
3420,15,فعلاً,0.627
3421,201,سادگی,0.627
3422,547,حامله,0.627
3423,3732,طاقت فرسا ,0.628
3424,515,ازدحام,0.628
3425,878,اتوماتیک,0.629
3426,3661,رعد,0.63
3427,3571,بخت,0.63
3428,3183,نابجا,0.63
3429,2938,عافیت,0.63
3430,2939,عالِم,0.63
3431,3740,عازم ,0.633
3432,872,چگالی,0.633
3433,861,آشوبگر,0.633
3434,1083,گرم,0.633
3435,3947,عبا,0.633
3436,2834,سحر,0.633
3437,810,لجن,0.633
3438,3924,سفالگر,0.633
3439,3119,مدل,0.633
3440,2234,می روید,0.635
3441,3890,جبهه,0.637
3442,2465,بدهد,0.637
3443,2661,پنالتی,0.639
3444,2769,رابط,0.639
3445,2749,دلال,0.639
3446,2268,بزند,0.639
3447,728,جانور,0.64
3448,1448,بفهمم,0.64
3449,3743,عبادت,0.64
3450,1351,نوشته,0.64
3451,871,چشایی,0.64
3452,1391,بورزد,0.64
3453,610,کاسه,0.642
3454,246,آبجی,0.642
3455,3165,می‌روی,0.642
3456,367,غایب,0.642
3457,2549,دریابد,0.642
3458,2920,طبل زدن,0.643
3459,372,قرمه‌سبزی,0.644
3460,3754,غلات ,0.644
3461,1053,کشت,0.644
3462,1189,بگذرد,0.644
3463,311,قند,0.644
3464,645,شرق,0.644
3465,834,ماساژ,0.645
3466,988,طاهره,0.647
3467,798,بینوا,0.647
3468,1116,می‌روی,0.648
3469,2215,رفت,0.648
3470,3651,رای,0.648
3471,2741,دستگاه,0.648
3472,793,نرخ,0.65
3473,157,توسط,0.65
3474,402,قطار,0.65
3475,746,وارث,0.65
3476,3803,گهواره ,0.65
3477,3325,پل,0.65
3478,2447,داد,0.65
3479,3972,گالن ,0.65
3480,3791,گاه ,0.65
3481,1516,کشت,0.65
3482,3439,شب,0.65
3483,165,فرصت,0.65
3484,1413,می شنوم,0.65
3485,2784,رحم,0.65
3486,1586,بکوبی,0.65
3487,238,مبدا,0.65
3488,2942,عام,0.65
3489,2298,بشود,0.653
3490,483,خسارت,0.653
3491,490,گزینه,0.653
3492,209,ابتدا,0.653
3493,370,قابلمه,0.656
3494,71,شکل,0.656
3495,908,فقه,0.656
3496,495,ثروتمند,0.657
3497,672,مایع,0.658
3498,310,غیبت,0.658
3499,3232,هندسه,0.66
3500,3398,رابطه,0.66
3501,3041,کوتاه,0.66
3502,2082,ببندم,0.66
3503,469,گواهی,0.66
3504,875,ضمیمه,0.66
3505,514,هوادار,0.661
3506,910,قرارگاه,0.662
3507,2463,بدهم,0.663
3508,3241,واحد,0.663
3509,3473,فاعل,0.663
3510,2962,علوم,0.663
3511,3381,دعوت,0.663
3512,459,دقت,0.667
3513,3943,طاعون ,0.667
3514,928,ژاله,0.667
3515,3557,اصیل,0.667
3516,223,فرق,0.667
3517,3772,قاعدگی,0.667
3518,503,ریه,0.667
3519,651,عبادت,0.667
3520,271,گاو,0.667
3521,922,ولتاژ,0.667
3522,989,طرز,0.667
3523,2952,عزا,0.667
3524,3458,عاقبت ,0.667
3525,660,کاپشن,0.667
3526,2645,بزکوهی,0.667
3527,207,عجله,0.667
3528,3568,بالغ,0.667
3529,721,پرتاب,0.668
3530,889,قیامت,0.67
3531,860,طاووس,0.67
3532,465,ضبط کردن,0.671
3533,717,ابداع,0.673
3534,3954,غلام,0.675
3535,3831,محضر,0.675
3536,4001,نهضت,0.675
3537,2927,طلاق,0.675
3538,84,واژه,0.675
3539,2884,شربت,0.675
3540,823,ببر,0.678
3541,1034,طاس,0.678
3542,551,بدن,0.678
3543,56,ثبت,0.678
3544,53,تند,0.678
3545,3884,اسب آبی,0.679
3546,3632,دلال,0.681
3547,2691,جاده,0.681
3548,2296,بشوم,0.681
3549,3251,ورد,0.683
3550,781,سرنوشت,0.683
3551,3324,پشه,0.683
3552,698,شعله,0.683
3553,3089,لمس,0.683
3554,961,شلاق,0.683
3555,273,آبی,0.683
3556,3629,درگذشت,0.685
3557,2640,برج,0.685
3558,2683,تله,0.685
3559,3166,می‌روید,0.686
3560,3821,مبلغ,0.688
3561,439,نصب,0.689
3562,486,سبد,0.689
3563,3694,سرویس,0.689
3564,2559,دویدم,0.69
3565,2922,طراوت,0.69
3566,1512,بکنید,0.69
3567,3973,گراف ,0.69
3568,1543,بشکند,0.69
3569,901,قطب نما,0.69
3570,802,صادق,0.692
3571,815,شصت,0.692
3572,710,کیفیت,0.693
3573,1011,رگبار,0.693
3574,233,طعم داشتن,0.694
3575,169,ناقص,0.695
3576,838,پینگ پنگ,0.696
3577,2239,برویم,0.7
3578,4014,وراج,0.7
3579,3934,شبدر,0.7
3580,674,مزاحم,0.7
3581,1514,کشتم,0.7
3582,3576,پروین,0.7
3583,3453,طبیعت ,0.7
3584,1390,بورز,0.7
3585,2680,تعادل,0.7
3586,1701,بترسد,0.7
3587,3949,عزا,0.7
3588,3528,یخ ,0.7
3589,934,رگه,0.7
3590,3403,ربط,0.7
3591,3877,آب شش,0.7
3592,1421,بشنود,0.7
3593,3451,صبر,0.7
3594,3698,سقط,0.704
3595,107,طبیعی,0.707
3596,683,تکذیب,0.707
3597,508,قحطی,0.708
3598,2646,بطری,0.708
3599,3845,مهندس ,0.708
3600,2297,بشوی,0.708
3601,3091,لیاقت,0.71
3602,461,ذهن,0.711
3603,3600,جواهر,0.711
3604,333,الله,0.712
3605,3084,لاغر,0.712
3606,751,ذاتی,0.712
3607,2897,شمع,0.717
3608,3088,لغو,0.717
3609,3491,کوتاه ,0.717
3610,2965,عمه,0.717
3611,3380,دعا,0.717
3612,2968,عیادت,0.72
3613,3950,عشوه ,0.72
3614,1585,بکوبم,0.72
3615,186,رشد,0.722
3616,2740,دستخط,0.722
3617,67,زشت,0.722
3618,412,آگهی,0.725
3619,3164,می‌روم,0.725
3620,805,فرج,0.725
3621,1075,سرمه,0.725
3622,3431,سگ,0.725
3623,2954,عصاره,0.73
3624,2876,شاهرگ,0.73
3625,960,طبل,0.733
3626,777,رغبت,0.733
3627,566,ظهر,0.733
3628,516,حسگر,0.733
3629,389,تفکر,0.733
3630,629,جیغ,0.733
3631,930,سابقا,0.733
3632,383,برق,0.733
3633,259,چنگال,0.735
3634,2794,رفته,0.736
3635,2752,دلقک,0.736
3636,3738,ظرف ,0.736
3637,3578,پنبه,0.736
3638,3813,لغو ,0.738
3639,2582,بدوم,0.738
3640,3505,محقق,0.738
3641,3595,جذر,0.741
3642,3606,چرخ,0.741
3643,598,طبقه,0.742
3644,450,ترشح,0.742
3645,749,انقراض,0.742
3646,2659,پریسا,0.744
3647,1032,شتر,0.744
3648,556,تفریح,0.747
3649,2964,عمل,0.75
3650,3688,سخن ,0.75
3651,3847,نابالغ,0.75
3652,3594,جذاب,0.75
3653,2782,رباط,0.75
3654,269,کتاب,0.75
3655,3667,رويت,0.75
3656,3199,نصب,0.75
3657,1361,بنویسم,0.75
3658,281,تعجب,0.75
3659,2636,باعث,0.75
3660,4013,وحی ,0.75
3661,939,انبه,0.75
3662,3777,قله ,0.75
3663,3876,آب پز,0.75
3664,3976,گور ,0.75
3665,3494,گذشت ,0.75
3666,3328,پمپ,0.75
3667,321,متولد,0.753
3668,702,فاصله,0.753
3669,681,تسبیح,0.753
3670,307,صاف,0.756
3671,83,نظر,0.756
3672,773,جاودان,0.756
3673,519,ذره,0.756
3674,2241,بروند,0.756
3675,757,عرصه,0.758
3676,423,حمله,0.758
3677,786,غرق,0.758
3678,564,صندلی,0.759
3679,3656,رده,0.759
3680,2800,رها,0.759
3681,2616,اسب,0.759
3682,2273,شدی,0.759
3683,292,رابطه,0.76
3684,466,عمدتا,0.76
3685,741,قاعده,0.76
3686,3477,فرصت,0.762
3687,3526,واضح,0.762
3688,11,شبیه,0.762
3689,3375,درخت,0.762
3690,2788,رسوا,0.764
3691,3782,کاشف,0.765
3692,758,عرض,0.767
3693,312,قهوه,0.767
3694,3731,طابع ,0.767
3695,399,صوت,0.767
3696,3736,طلاق ,0.767
3697,1629,پخت,0.767
3698,2675,تدافع,0.767
3699,843,زاغ,0.767
3700,2956,عفو,0.767
3701,3652,رایحه,0.767
3702,2401,خوانده,0.767
3703,650,عابر,0.767
3704,3870,وصیت ,0.77
3705,3457,عاشق ,0.77
3706,98,حداقل,0.773
3707,3895,دلمه,0.775
3708,959,طاوس,0.775
3709,3016,کاذب,0.775
3710,2977,غلیظ,0.775
3711,217,عادی,0.775
3712,162,ظربف,0.775
3713,600,عالم,0.776
3714,1066,جذر,0.778
3715,1030,شأن,0.778
3716,3680,ساحلی,0.778
3717,471,لثه,0.778
3718,835,واکسن,0.78
3719,3964,کلبه ,0.78
