,برچسب فولدر,words,Finglish,phonetic,phonetic-separated
2931,2932,ظروف,zoroof,zoruːf,z-o-r-uː-f
2932,2933,ظلم کردن,zolm kardan,zolm kardan,z-o-l-m_k-a-r-d-a-n
2933,2934,ظن,zen,zan,z-a-n
2934,2935,ظهور,zohoor,zohuːr,z-o-h-uː-r
2935,2936,عارضه,areze,ɑrezeː,ɑ-r-e-z-eː
2936,2937,عاشق,ashegh,ɑʃeq1,ɑ-ʃ-e-q-1
2937,2938,عافیت,aafiat,ɑfiːjat,ɑ-f-iː-j-a-t
2938,2939,عالِم,aalem,ɑlem,ɑ-l-e-m
2939,2940,عالی,aali,ɑli,ɑ-l-i
2940,2941,عالیه,aalieh,ɑlije,ɑ-l-i-j-e
2941,2942,عام,am,ɑm,ɑ-m
2942,2943,عبا,abaa ,aːbɑ,aː-b-ɑ
2943,2944,عبارت,ebarat,ebɑrat,e-b-ɑ-r-a-t
2944,2945,عبرت,ebrat,ebrat,e-b-r-a-t
2945,2946,عبور,oboor,obuːr,o-b-uː-r
2946,2947,عجله,ajale,adʒaleː,a-dʒ-a-l-eː
2947,2948,عجیب,ajib,aːdʒib,aː-dʒ-i-b
2948,2949,عدل,adl,aːdl,aː-d-l
2949,2950,عرف,orf,orf,o-r-f
2950,2951,عرفان,erfan,erfɑn,e-r-f-ɑ-n
2951,2952,عزا,aza,aːzɑ,aː-z-ɑ
2952,2953,عزت,ezat,ezzat,e-z-z-a-t
2953,2954,عصاره,osare,osɑreː,o-s-ɑ-r-eː
2954,2955,عضله,azoleh,azoleː,a-z-o-l-eː
2955,2956,عفو,afve,afv,a-f-v
2956,2957,عفونت,ofoonat,ʔofunat,ʔ-o-f-u-n-a-t
2957,2958,عقاب,oghab,oq1ɑb,o-q-1-ɑ-b
2958,2959,عقل,aghl,aːq1l,aː-q-1-l
2959,2960,علاقه,alaghe,aːlɑq1eː,aː-l-ɑ-q-1-eː
2960,2961,علف,alaf,aːlaf,aː-l-a-f
2961,2962,علوم,olom,oluːm,o-l-uː-m
2962,2963,علی,ali,aːli,aː-l-i
2963,2964,عمل,amal,amal,a-m-a-l
2964,2965,عمه,ame,ʔammeː,ʔ-a-m-m-eː
2965,2966,عمو,amoo,aːmuː,aː-m-uː
2966,2967,عوامل,avamel,avɑmel,a-v-ɑ-m-e-l
2967,2968,عیادت,eyadat,ejɑdat,e-j-ɑ-d-a-t
2968,2969,عیار,aiar,ajɑr,a-j-ɑ-r
2969,2970,عید,eyd,ejd,e-j-d
2970,2971,غارت,gharat,q1ɑrat,q-1-ɑ-r-a-t
2971,2972,غروب,ghorob,q1oruːb,q-1-o-r-uː-b
2972,2973,غلبه,ghalabe,q1alabeː,q-1-a-l-a-b-eː
2973,2974,غلط,ghalat,q1alat,q-1-a-l-a-t
2974,2975,غلطک,ghaltak,q1alatak,q-1-a-l-a-t-a-k
2975,2976,غلط‌یاب,ghalat yab,q1alatjɑb,q-1-a-l-a-t-j-ɑ-b
2976,2977,غلیظ,ghaliz,q1aliz,q-1-a-l-i-z
2977,2978,غنچه,ghonche,q1ontʃeː,q-1-o-n-tʃ-eː
2978,2979,غنی,ghani,q1ani,q-1-a-n-i
2979,2980,غواصی,ghavaasi,q1avɑsi,q-1-a-v-ɑ-s-i
2980,2981,غیرقابل‌پیش‌بینی,gheyre ghabel pishbini,q1ejreq1ɑbelpiʃbini,q-1-e-j-r-e-q-1-ɑ-b-e-l-p-i-ʃ-b-i-n-i
2981,2982,فارس,fars,fɑrs,f-ɑ-r-s
2982,2983,فاعل,faael,fɑʔel,f-ɑ-ʔ-e-l
2983,2984,فامیل,famil,fɑmil,f-ɑ-m-i-l
2984,2985,فانوس,fanoos,fɑnuːs,f-ɑ-n-uː-s
2985,2986,فتیله,fetile,fetileː,f-e-t-i-l-eː
2986,2987,فرانسوی,faraansavi,farɑnsavi,f-a-r-ɑ-n-s-a-v-i
2987,2988,فرخنده,farkhonde,farxonde,f-a-r-x-o-n-d-e
2988,2989,فردوس,ferdos,ferdoːs,f-e-r-d-oː-s
2989,2990,فرزاد,farzad,farzɑd,f-a-r-z-ɑ-d
2990,2991,فرزندان,farzandan,farzandɑn,f-a-r-z-a-n-d-ɑ-n
2991,2992,فرسایش,farsayesh,farsɑjeʃ,f-a-r-s-ɑ-j-e-ʃ
2992,2993,فرش,farsh,farʃ,f-a-r-ʃ
2993,2994,فرضی,farzi,farzi,f-a-r-z-i
2994,2995,فرمان,farman,farmɑn,f-a-r-m-ɑ-n
2995,2996,فرهنگی,farhangi,farhanɡi,f-a-r-h-a-n-ɡ-i
2996,2997,فرهیخته,farhikhte,farhixteː,f-a-r-h-i-x-t-eː
2997,2998,فروتن,forotan,forutan,f-o-r-u-t-a-n
2998,2999,فروردین,farvardin,farvardin,f-a-r-v-a-r-d-i-n
2999,3000,قاب,ghab,q1ɑb,q-1-ɑ-b
3000,3001,قابل,ghabel,q1ɑbel,q-1-ɑ-b-e-l
3001,3002,قابل‌بیان,ghabel bayan,q1ɑbelbajɑn,q-1-ɑ-b-e-l-b-a-j-ɑ-n
3002,3003,قابل‌توجه,ghabel tavajoh,q1ɑbeltavadʒdʒoh,q-1-ɑ-b-e-l-t-a-v-a-dʒ-dʒ-o-h
3003,3004,قابلمه,ghableme,q1ɑblameː,q-1-ɑ-b-l-a-m-eː
3004,3005,قابلیت‌ها,ghabeliat ha,q1ɑbeliːjathɑ,q-1-ɑ-b-e-l-iː-j-a-t-h-ɑ
3005,3006,قاتل,ghatel,q1ɑtel,q-1-ɑ-t-e-l
3006,3007,قاعدگی,ghaedegi,q1ɑʔedeɡi,q-1-ɑ-ʔ-e-d-e-ɡ-i
3007,3008,قالیباف,ghalibaaf,q1ɑlibɑf,q-1-ɑ-l-i-b-ɑ-f
3008,3009,قامت,ghamat,q1ɑmat,q-1-ɑ-m-a-t
3009,3010,قانون,ghaniin,q1ɑnuːn,q-1-ɑ-n-uː-n
3010,3011,قطار,ghatar,q1atɑr,q-1-a-t-ɑ-r
3011,3012,قلاب,gholab,q1ollɑb,q-1-o-l-l-ɑ-b
3012,3013,قلب,ghalb,q1alb,q-1-a-l-b
3013,3014,کاتولیک,katolik,kɑtolik,k-ɑ-t-o-l-i-k
3014,3015,کادر,kadr,kɑdr,k-ɑ-d-r
3015,3016,کاذب,kazeb,kɑzeb,k-ɑ-z-e-b
3016,3017,کار,kaar,kɑr,k-ɑ-r
3017,3018,کارافرین,karafarin,kɑrɑfarin,k-ɑ-r-ɑ-f-a-r-i-n
3018,3019,کاراکتر,karakter,kɑrɑkter,k-ɑ-r-ɑ-k-t-e-r
3019,3020,کاراگاه,karagah,kɑrɑɡɑh,k-ɑ-r-ɑ-ɡ-ɑ-h
3020,3021,کاراموز,karamooz,kɑrɑmuːz,k-ɑ-r-ɑ-m-uː-z
3021,3022,کاربرد,karbord,kɑrbord,k-ɑ-r-b-o-r-d
3022,3023,کاردستی,kardasti,kɑrdasti,k-ɑ-r-d-a-s-t-i
3023,3024,کارشناس,karshenas,kɑrʃenɑs,k-ɑ-r-ʃ-e-n-ɑ-s
3024,3025,کارگر,kargar,kɑrɡar,k-ɑ-r-ɡ-a-r
3025,3026,کارما,karma,kɑrmɑ,k-ɑ-r-m-ɑ
3026,3027,کازینو,kazino,kɑzinuː,k-ɑ-z-i-n-uː
3027,3028,کافور,kafoor,kɑfuːr,k-ɑ-f-uː-r
3028,3029,کالباس,kalbas,kɑlbɑs,k-ɑ-l-b-ɑ-s
3029,3030,کالری,kaleri,kɑleri,k-ɑ-l-e-r-i
3030,3031,کتاب خوان,ketab khan,ketɑb xɑn,k-e-t-ɑ-b_x-ɑ-n
3031,3032,کدخدا,kad khoda,kadxodɑ,k-a-d-x-o-d-ɑ
3032,3033,کربن,karbon,karbon,k-a-r-b-o-n
3033,3034,کشتن,koshtan,koʃtan,k-o-ʃ-t-a-n
3034,3035,کفتار,kaftar,kaftɑr,k-a-f-t-ɑ-r
3035,3036,کفگیر,kafgir,kafɡir,k-a-f-ɡ-i-r
3036,3037,کنفدراسیون,konfedrasion,konfedrɑsijon,k-o-n-f-e-d-r-ɑ-s-i-j-o-n
3037,3038,کنگره,kongere,konɡereː,k-o-n-ɡ-e-r-eː
3038,3039,کنیز,kaniz,kaniz,k-a-n-i-z
3039,3040,کهنسال,kohansal,kohansɑl,k-o-h-a-n-s-ɑ-l
3040,3041,کوتاه,kootah,kuːtɑh,k-uː-t-ɑ-h
3041,3042,کورس,kors,kurs,k-u-r-s
3042,3043,کوفته,kofte,kufteː,k-u-f-t-eː
3043,3044,کوکایین,kookabin,kuːkɑjin,k-uː-k-ɑ-j-i-n
3044,3045,کوهان,kohaan,kuːhɑn,k-uː-h-ɑ-n
3045,3046,کیلومتر,kilometr,kilumetr,k-i-l-u-m-e-t-r
3046,3047,گاز,gaz,ɡɑz,ɡ-ɑ-z
3047,3048,گالری,galeri,ɡɑleri,ɡ-ɑ-l-e-r-i
3048,3049,گالن,galon,ɡɑlon,ɡ-ɑ-l-o-n
3049,3050,گاومیش,gavmish,ɡɑvmiʃ,ɡ-ɑ-v-m-i-ʃ
3050,3051,گپ,gap,ɡap,ɡ-a-p
3051,3052,گذر,gerafik,ɡozar,ɡ-o-z-a-r
3052,3053,گذرا,gozaraa,ɡozarɑ,ɡ-o-z-a-r-ɑ
3053,3054,گذراندن,gozarandan,ɡozarɑndan,ɡ-o-z-a-r-ɑ-n-d-a-n
3054,3055,گذشت,gozasht,ɡozaʃt,ɡ-o-z-a-ʃ-t
3055,3056,گذشتن,gozashtan,ɡozaʃtan,ɡ-o-z-a-ʃ-t-a-n
3056,3057,گرانبها,geranbaha,ɡerɑnbahɑ,ɡ-e-r-ɑ-n-b-a-h-ɑ
3057,3058,گرایش,gerayesh,ɡerɑjeʃ,ɡ-e-r-ɑ-j-e-ʃ
3058,3059,گردو,gerdo,ɡerdu,ɡ-e-r-d-u
3059,3060,گزارش,gozaresh,ɡozɑreʃ,ɡ-o-z-ɑ-r-e-ʃ
3060,3061,گشت,gasht,ɡaʃt,ɡ-a-ʃ-t
3061,3062,گشتن,gashtan,ɡaʃtan,ɡ-a-ʃ-t-a-n
3062,3063,گفتار,goftar,ɡoftɑr,ɡ-o-f-t-ɑ-r
3063,3064,گفته بودند,gofte bodand,ɡofteː buːdand,ɡ-o-f-t-eː_b-uː-d-a-n-d
3064,3065,گلادیتاتور,geladiator,ɡalɑditɑtuːr,ɡ-a-l-ɑ-d-i-t-ɑ-t-uː-r
3065,3066,گلبرگ,golbarg,ɡolbarɡ,ɡ-o-l-b-a-r-ɡ
3066,3067,گلزار,golzar,ɡolzɑr,ɡ-o-l-z-ɑ-r
3067,3068,گلف,golf,ɡolf,ɡ-o-l-f
3068,3069,گلمژه,golmozhe,ɡolmoʒeː,ɡ-o-l-m-o-ʒ-eː
3069,3070,گنج,ganj,ɡandʒ,ɡ-a-n-dʒ
3070,3071,گنجایش,gonjayesh,ɡondʒɑjeʃ,ɡ-o-n-dʒ-ɑ-j-e-ʃ
3071,3072,گنده,gonde,ɡondeː,ɡ-o-n-d-eː
3072,3073,گهواره,gahvare,ɡahvɑreː,ɡ-a-h-v-ɑ-r-eː
3073,3074,گوارش,govaresh,ɡovɑreʃ,ɡ-o-v-ɑ-r-e-ʃ
3074,3075,گور,goor,ɡuːr,ɡ-uː-r
3075,3076,گورکن,goorkan,ɡurkan,ɡ-u-r-k-a-n
3076,3077,گوزن,gavazn,ɡavazn,ɡ-a-v-a-z-n
3077,3078,گوساله,goosale,ɡuːsɑleː,ɡ-uː-s-ɑ-l-eː
3078,3079,گوسفند,goosfand,ɡuːsfand,ɡ-uː-s-f-a-n-d
3079,3080,گوش,goosh,ɡuːʃ,ɡ-uː-ʃ
3080,3081,گوناگون,goonaagoon,ɡuːnɑɡun,ɡ-uː-n-ɑ-ɡ-u-n
3081,3082,گیتار,gitar,ɡitɑr,ɡ-i-t-ɑ-r
3082,3083,لازم,lazem,lɑzem,l-ɑ-z-e-m
3083,3084,لاغر,laghar,lɑq1ar,l-ɑ-q-1-a-r
3084,3085,لامپ,lamp,lɑmp,l-ɑ-m-p
3085,3086,لطافت,letafat,letɑfat,l-e-t-ɑ-f-a-t
3086,3087,لغزش,laghzesh,laq1zeʃ,l-a-q-1-z-e-ʃ
3087,3088,لغو,laghve,laq1v,l-a-q-1-v
3088,3089,لمس,lams,lams,l-a-m-s
3089,3090,لوله,loole,luːleː,l-uː-l-eː
3090,3091,لیاقت,liaghat,liɑq1at,l-i-ɑ-q-1-a-t
3091,3092,لیسانس,lisans,lisɑns,l-i-s-ɑ-n-s
3092,3093,ماکارونی,makaroni,mɑkɑruːni,m-ɑ-k-ɑ-r-uː-n-i
3093,3094,مانکن,mankan,mɑnkan,m-ɑ-n-k-a-n
3094,3095,مبارزه,mobareze,mobɑrezeː,m-o-b-ɑ-r-e-z-eː
3095,3096,مبارک,mobarak,mobɑrak,m-o-b-ɑ-r-a-k
3096,3097,مبتذل,mobtazal,mobtazal,m-o-b-t-a-z-a-l
3097,3098,مبلغ,manblagh,mablaq1,m-a-b-l-a-q-1
3098,3099,متحرک,moteharek,moteharrek,m-o-t-e-h-a-r-r-e-k
3099,3100,مترادف,moteradef,moterɑdef,m-o-t-e-r-ɑ-d-e-f
3100,3101,متراژ,metrazh,metrɑʒ,m-e-t-r-ɑ-ʒ
3101,3102,متعصب,moteaseb,moteʔasseb,m-o-t-e-ʔ-a-s-s-e-b
3102,3103,متفکر,motefaker,motefakker,m-o-t-e-f-a-k-k-e-r
3103,3104,متکبر,soore,motekabber,m-o-t-e-k-a-b-b-e-r
3104,3105,متمایل,motemaayel,motemɑjel,m-o-t-e-m-ɑ-j-e-l
3105,3106,متمدن,motemaden,motemadden,m-o-t-e-m-a-d-d-e-n
3106,3107,متوالی,motevaali,motevɑli,m-o-t-e-v-ɑ-l-i
3107,3108,مجلس,majles,madʒles,m-a-dʒ-l-e-s
3108,3109,مجنون,majnon,madʒnuːn,m-a-dʒ-n-uː-n
3109,3110,مجهول,majhool,madʒhuːl,m-a-dʒ-h-uː-l
3110,3111,مجوز,mojavez,modʒavvez,m-o-dʒ-a-v-v-e-z
3111,3112,محبت,mohabat,mohabbat,m-o-h-a-b-b-a-t
3112,3113,محضر,mahzar,mahzar,m-a-h-z-a-r
3113,3114,محفل,mahfel,mahfel,m-a-h-f-e-l
3114,3115,محکوم,mahkoom,mahkuːm,m-a-h-k-uː-m
3115,3116,محو,mahve,mahv,m-a-h-v
3116,3117,مخزن,makhzan,maxzan,m-a-x-z-a-n
3117,3118,مخفف,mokhafaf,moxaffaf,m-o-x-a-f-f-a-f
3118,3119,مدل,basketbal,model,m-o-d-e-l
3119,3120,مراقب,moragheb,morɑq1eb,m-o-r-ɑ-q-1-e-b
3120,3121,مرتکب,mortakeb,mortakeb,m-o-r-t-a-k-e-b
3121,3122,مرجوع,marjoo,mardʒuːʔ,m-a-r-dʒ-uː-ʔ
3122,3123,مرداد,mordad,mordɑd,m-o-r-d-ɑ-d
3123,3124,مرطوب,martoob,martuːb,m-a-r-t-uː-b
3124,3125,مرغ,morgh,morq1,m-o-r-q-1
3125,3126,مرموز,marmooz,marmuːz,m-a-r-m-uː-z
3126,3127,مستند,mostanad,mostanad,m-o-s-t-a-n-a-d
3127,3128,مسواک,mesvak,mesvɑk,m-e-s-v-ɑ-k
3128,3129,معتاد,motaad,moʔtɑd,m-o-ʔ-t-ɑ-d
3129,3130,معتقد,motaghed,moʔtaq1ed,m-o-ʔ-t-a-q-1-e-d
3130,3131,مقاومت,moghavemat,moq1ɑvemat,m-o-q-1-ɑ-v-e-m-a-t
3131,3132,مقصد,maghsad,maq1sad,m-a-q-1-s-a-d
3132,3133,مقلب,moghaleb,maq1lab,m-a-q-1-l-a-b
3133,3134,مکالمه,mokaaleme,mokɑlemeː,m-o-k-ɑ-l-e-m-eː
3134,3135,مگس,magas,maɡas,m-a-ɡ-a-s
3135,3136,ملاحظه,molaheze,molɑhezeː,m-o-l-ɑ-h-e-z-eː
3136,3137,مملکت,mamlekat,mamlekat,m-a-m-l-e-k-a-t
3137,3138,ممنوع,mamnoo,mamnuːʔ,m-a-m-n-uː-ʔ
3138,3139,منکر,monker,monker,m-o-n-k-e-r
3139,3140,مهاجر,mohaker,mohɑdʒer,m-o-h-ɑ-dʒ-e-r
3140,3141,مهربان,mehrabaan,meːhrbɑn,m-eː-h-r-b-ɑ-n
3141,3142,مهمان,mehman,mehmɑn,m-e-h-m-ɑ-n
3142,3143,مورچه,moorche,muːrtʃe,m-uː-r-tʃ-e
3143,3144,موسسه,moasese,moʔasseseː,m-o-ʔ-a-s-s-e-s-eː
3144,3145,مومن,momen,moʔmen,m-o-ʔ-m-e-n
3145,3146,می توانم,mitavaanam,mi tavɑnam,m-i_t-a-v-ɑ-n-a-m
3146,3147,می توانی,mitavaani,mi tavɑni,m-i_t-a-v-ɑ-n-i
3147,3148,می‌آمدند,mi amadand,miɑmadand,m-i-ɑ-m-a-d-a-n-d
3148,3149,می‌آموزند,mi amoozand,miɑmuːzand,m-i-ɑ-m-uː-z-a-n-d
3149,3150,می‌آیند,mi ayand,miɑjand,m-i-ɑ-j-a-n-d
3150,3151,می‌باشی,mi bashi,mibɑʃi,m-i-b-ɑ-ʃ-i
3151,3152,می‌بیند,mi binad,mibinad,m-i-b-i-n-a-d
3152,3153,می‌بینند,mi binand,mibinand,m-i-b-i-n-a-n-d
3153,3154,می‌بینی,mi bini,mibini,m-i-b-i-n-i
3154,3155,می‌توانم,mi tavaanam,mitavɑnam,m-i-t-a-v-ɑ-n-a-m
3155,3156,می‌توانند,mi tavaanand,mitavɑnand,m-i-t-a-v-ɑ-n-a-n-d
3156,3157,می‌توانی,mi tavaani,mitavɑni,m-i-t-a-v-ɑ-n-i
3157,3158,می‌خوابد,mi khaband,mixɑbad,m-i-x-ɑ-b-a-d
3158,3159,می‌خواند,mi khand,mixɑnd,m-i-x-ɑ-n-d
3159,3160,می‌خواهند,mi khahand,mixɑhand,m-i-x-ɑ-h-a-n-d
3160,3161,می‌داند,mi danad,midɑnad,m-i-d-ɑ-n-a-d
3161,3162,می‌دانم,mi danam,midɑnam,m-i-d-ɑ-n-a-m
3162,3163,می‌رود,mi ravad,miravad,m-i-r-a-v-a-d
3163,3164,می‌روم,mi ravam,miravam,m-i-r-a-v-a-m
3164,3165,می‌روی,mi ravi,miruje,m-i-r-u-j-e
3165,3166,می‌روید,mi ravid,miravid,m-i-r-a-v-i-d
3166,3167,می‌رویم,mi ravim,miravim,m-i-r-a-v-i-m
3167,3168,میز,miz,miz,m-i-z
3168,3169,می‌شنود,mi shenavad,miʃonuːd,m-i-ʃ-o-n-uː-d
3169,3170,می‌فهمند,mi fahmad,mifahmand,m-i-f-a-h-m-a-n-d
3170,3171,میکروسکوپ,mikroskop,mikroskop,m-i-k-r-o-s-k-o-p
3171,3172,می‌گذرد,mo gozard,miɡozarad,m-i-ɡ-o-z-a-r-a-d
3172,3173,می‌گفتند,mi goftand,miɡoftand,m-i-ɡ-o-f-t-a-n-d
3173,3174,می‌گویند,mi goyand,miɡujand,m-i-ɡ-u-j-a-n-d
3174,3175,می‌گیرد,mi girad,miɡirad,m-i-ɡ-i-r-a-d
3175,3176,می‌گیرند,mi girand,miɡirand,m-i-ɡ-i-r-a-n-d
3176,3177,می‌مانند,mi manand,mimɑnand,m-i-m-ɑ-n-a-n-d
3177,3178,مین,min,min,m-i-n
3178,3179,می‌نویسد,mi nevisad,minevisad,m-i-n-e-v-i-s-a-d
3179,3180,می‌نویسند,mi neviasad,minevisand,m-i-n-e-v-i-s-a-n-d
3180,3181,میهن,mihan,mihan,m-i-h-a-n
3181,3182,میوه,mive,miveː,m-i-v-eː
3182,3183,نابجا,nabeja,nɑbedʒɑ,n-ɑ-b-e-dʒ-ɑ
3183,3184,نارگیل,nargil,nɑrɡil,n-ɑ-r-ɡ-i-l
3184,3185,نارنج,narenk,nɑrendʒ,n-ɑ-r-e-n-dʒ
3185,3186,نارنگی,narengi,nɑrenɡi,n-ɑ-r-e-n-ɡ-i
3186,3187,نایلون,naylon,nɑjlon,n-ɑ-j-l-o-n
3187,3188,نتایج,natayej,natɑjedʒ,n-a-t-ɑ-j-e-dʒ
3188,3189,نجار,najar,nadʒdʒɑr,n-a-dʒ-dʒ-ɑ-r
3189,3190,نخاله,nokhale,noxɑleː,n-o-x-ɑ-l-eː
3190,3191,نخبه,nokhbe,noxbeː,n-o-x-b-eː
3191,3192,نخست,nokhost,noxost,n-o-x-o-s-t
3192,3193,نخود,nokhod,noxod,n-o-x-o-d
3193,3194,نژاد,mezhad,neʒɑd,n-e-ʒ-ɑ-d
3194,3195,نشان,neshan,neʃɑn,n-e-ʃ-ɑ-n
3195,3196,نشانه,neshane,neʃɑne,n-e-ʃ-ɑ-n-e
3196,3197,نشخوار,noshkhar,noʃxɑr,n-o-ʃ-x-ɑ-r
3197,3198,نشر,nashr,naʃr,n-a-ʃ-r
3198,3199,نصب,nasb,nasb,n-a-s-b
3199,3200,نصیب,nasib,nasib,n-a-s-i-b
3200,3201,نعره,naare,naʔreː,n-a-ʔ-r-eː
3201,3202,نفرت,nefrat,nefrat,n-e-f-r-a-t
3202,3203,نکته,nokte,nokteː,n-o-k-t-eː
3203,3204,نگارش,negaaresh,neɡɑreʃ,n-e-ɡ-ɑ-r-e-ʃ
3204,3205,نگران,negaraan,neɡarɑn,n-e-ɡ-a-r-ɑ-n
3205,3206,نگرش,negaresh,neɡareʃ,n-e-ɡ-a-r-e-ʃ
3206,3207,نگهبان,negahbaan,neɡahbɑn,n-e-ɡ-a-h-b-ɑ-n
3207,3208,نم,nam,nam,n-a-m
3208,3209,نما,nama,namɑ,n-a-m-ɑ
3209,3210,نمازگزار,namazgozar,namɑzɡozɑr,n-a-m-ɑ-z-ɡ-o-z-ɑ-r
3210,3211,نمایشگاه,namaayeshgah,namɑjeʃɡɑh,n-a-m-ɑ-j-e-ʃ-ɡ-ɑ-h
3211,3212,نماینده,namayande,namɑjandeː,n-a-m-ɑ-j-a-n-d-eː
3212,3213,نمره,janeshin,nomreː,n-o-m-r-eː
3213,3214,نمی‌داند,nemi danad,nemidɑnad,n-e-m-i-d-ɑ-n-a-d
3214,3215,نهضت,nehzat,nehzat,n-e-h-z-a-t
3215,3216,نواختن,navakhtan,navɑxtan,n-a-v-ɑ-x-t-a-n
3216,3217,نوازنده,navazande,navɑzande,n-a-v-ɑ-z-a-n-d-e
3217,3218,نوروز,khalife,noːruz,n-oː-r-u-z
3218,3219,نوشته بودند,neveshte boodand,neveʃteː buːdand,n-e-v-e-ʃ-t-eː_b-uː-d-a-n-d
3219,3220,نیایش,niyayesh,nijɑjeʃ,n-i-j-ɑ-j-e-ʃ
3220,3221,هدایت,hedayat,hedɑjat,h-e-d-ɑ-j-a-t
3221,3222,هدف,hadaf,hadaf,h-a-d-a-f
3222,3223,هرس,haras,haras,h-a-r-a-s
3223,3224,هفت,haft,haft,h-a-f-t
3224,3225,هفت سین,haft sin,haft sin,h-a-f-t_s-i-n
3225,3226,هفته,hafte,hafteː,h-a-f-t-eː
3226,3227,هلو,holo,holu,h-o-l-u
3227,3228,همبازی,hambaazi,hambɑzi,h-a-m-b-ɑ-z-i
3228,3229,همه,hame,hameː,h-a-m-eː
3229,3230,همیشه,hamishe,hamiʃeː,h-a-m-i-ʃ-eː
3230,3231,همین,hamin,hamin,h-a-m-i-n
3231,3232,هندسه,hendese,hendeseː,h-e-n-d-e-s-eː
3232,3233,هندوانه,hendevaane,hendevɑneː,h-e-n-d-e-v-ɑ-n-eː
3233,3234,هنر,honar,honar,h-o-n-a-r
3234,3235,هوا,havaa,havɑ,h-a-v-ɑ
3235,3236,هورمون,hormon,hormun,h-o-r-m-u-n
3236,3237,هوش,hoosh,huʃ,h-u-ʃ
3237,3238,هیچ,hich,hitʃ,h-i-tʃ
3238,3239,واترپولو,vaterpolo,vɑterpoloː,v-ɑ-t-e-r-p-o-l-oː
3239,3240,واجب,vajeb,vɑdʒeb,v-ɑ-dʒ-e-b
3240,3241,واحد,vahed,vɑhed,v-ɑ-h-e-d
3241,3242,واسطه,vasete,vɑseteː,v-ɑ-s-e-t-eː
3242,3243,واکسیناسیون,vaksinasion,vɑksinɑsjun,v-ɑ-k-s-i-n-ɑ-s-j-u-n
3243,3244,واگن,vagon,vɑɡon,v-ɑ-ɡ-o-n
3244,3245,والیبال,valibal,vɑlibɑl,v-ɑ-l-i-b-ɑ-l
3245,3246,وحدت,vahdat,vahdat,v-a-h-d-a-t
3246,3247,وحشت,vahshat,vahʃat,v-a-h-ʃ-a-t
3247,3248,وحشی,vahshi,vahʃi,v-a-h-ʃ-i
3248,3249,وحی,vahy,vahj,v-a-h-j
3249,3250,وخامت,vekhamat,vexɑmat,v-e-x-ɑ-m-a-t
3250,3251,ورد,verd,verd,v-e-r-d
3251,3252,ورزیدن,varzidan,varzidan,v-a-r-z-i-d-a-n
3252,3253,ورشکست,varshekast,varʃekast,v-a-r-ʃ-e-k-a-s-t
3253,3254,ورق,varagh,varaq1,v-a-r-a-q-1
3254,3255,وزن,vazn,vazn,v-a-z-n
3255,3256,وزیر,vazir,vazir,v-a-z-i-r
3256,3257,وسیله,vasile,vasileː,v-a-s-i-l-eː
3257,3258,وصف,vasf,vasf,v-a-s-f
3258,3259,وضوء,vozoo,vozuʔ,v-o-z-u-ʔ
3259,3260,وطن,vatan,vatan,v-a-t-a-n
3260,3261,وقف,vaghf,vaq1f,v-a-q-1-f
3261,3262,وکیل,vakil,vakil,v-a-k-i-l
3262,3263,ولتاژ,voltazh,voltɑʒ,v-o-l-t-ɑ-ʒ
3263,3264,ویترین,vitrin,vitrin,v-i-t-r-i-n
3264,3265,ویرگول,virgool,virɡuːl,v-i-r-ɡ-uː-l
3265,3266,ویزا,viza,vizɑ,v-i-z-ɑ
3266,3267,ویزیت,vizit,vizit,v-i-z-i-t
3267,3268,یلدا,yalda,jaldɑ,j-a-l-d-ɑ
3268,3269,آب,ab,ɑb,ɑ-b
3269,3270,آدرس,adres,ɑdres,ɑ-d-r-e-s
3270,3271,اگر,agar,aɡar,a-ɡ-a-r
3271,3272,بله,bale,baleː,b-a-l-eː
3272,3273,را,ra,rɑ,r-ɑ
3273,3274,سلام,salam,salɑm,s-a-l-ɑ-m
3274,3275,سلام,salam,salɑm,s-a-l-ɑ-m
3275,3276,سه شنبه,se shanbe,seː ʃanbeː,s-eː_ʃ-a-n-b-eː
3276,3277,شنبه,shanbe,ʃanbeː,ʃ-a-n-b-eː
3277,3278,صبح,sobh,sobh,s-o-b-h
3278,3279,آب و هوا,ab o hava,ɑb va havɑ,ɑ-b_v-a_h-a-v-ɑ
3279,3280,آبان,aban,ɑbɑn,ɑ-b-ɑ-n
3280,3281,آذر,azar,ɑzar,ɑ-z-a-r
3281,3282,آرام,aram,ɑrɑm,ɑ-r-ɑ-m
3282,3283,آرامش,aramesh,ɑrɑmeʃ,ɑ-r-ɑ-m-e-ʃ
3283,3284,آرایش,arayesh,ɑrɑjeʃ,ɑ-r-ɑ-j-e-ʃ
3284,3285,آرایشگاه,arayeshgah,ɑrɑjeʃɡɑh,ɑ-r-ɑ-j-e-ʃ-ɡ-ɑ-h
3285,3286,آرایشگر,arayeshgar,ɑrɑjeʃɡar,ɑ-r-ɑ-j-e-ʃ-ɡ-a-r
3286,3287,آزمایشگاه,azmayeshgah,ʔɑzmɑjeʃɡɑh,ʔ-ɑ-z-m-ɑ-j-e-ʃ-ɡ-ɑ-h
3287,3288,آشغال,asghal,ɑʃq1ɑl,ɑ-ʃ-q-1-ɑ-l
3288,3289,آگاه,agah,ɑːɡɑh,ɑː-ɡ-ɑ-h
